ID, Date, Time, X Acceleration, Y Acceleration, Z Acceleration, Temperature 
0, 16/1/2020, 15:15:45, 0.15, 1.2, 9.84, 23.17 
0, 16/1/2020, 15:15:46, 0.13, 1.2, 9.78, 23.08 
0, 16/1/2020, 15:15:47, 0.11, 1.19, 9.77, 23.13 
0, 16/1/2020, 15:15:48, 0.15, 1.22, 9.79, 23.0 
0, 16/1/2020, 15:15:49, 0.15, 1.2, 9.75, 23.13 
0, 16/1/2020, 15:15:50, 0.12, 1.2, 9.72, 23.08 
0, 16/1/2020, 15:15:51, 0.12, 1.2, 9.77, 23.15 
0, 16/1/2020, 15:15:52, 0.12, 1.18, 9.8, 23.15 
0, 16/1/2020, 15:15:53, 0.12, 1.19, 9.74, 23.15 
0, 16/1/2020, 15:15:54, 0.13, 1.19, 9.79, 23.13 
0, 16/1/2020, 15:15:55, 0.12, 1.21, 9.76, 23.1 
0, 16/1/2020, 15:15:56, 0.13, 1.22, 9.8, 23.13 
0, 16/1/2020, 15:15:57, 0.11, 1.21, 9.78, 23.08 
0, 16/1/2020, 15:15:58, 0.12, 1.21, 9.78, 23.2 
0, 16/1/2020, 15:15:59, 0.11, 1.25, 9.75, 23.15 
0, 16/1/2020, 15:16:0, 0.15, 1.16, 9.75, 23.1 
0, 16/1/2020, 15:16:1, 0.15, 1.19, 9.78, 23.2 
0, 16/1/2020, 15:16:2, 0.13, 1.15, 9.74, 23.2 
0, 16/1/2020, 15:16:3, 0.11, 1.18, 9.74, 23.1 
0, 16/1/2020, 15:16:4, 0.11, 1.17, 9.74, 23.15 
0, 16/1/2020, 15:16:5, 0.12, 1.25, 9.72, 23.2 
0, 16/1/2020, 15:16:6, 0.12, 1.23, 9.76, 23.13 
0, 16/1/2020, 15:16:7, 0.12, 1.22, 9.81, 23.08 
0, 16/1/2020, 15:16:8, 0.11, 1.2, 9.8, 23.13 
0, 16/1/2020, 15:16:9, 0.11, 1.22, 9.72, 23.13 
0, 16/1/2020, 15:16:10, 0.14, 1.23, 9.76, 23.08 
0, 16/1/2020, 15:16:11, 0.19, 1.2, 9.73, 23.15 
0, 16/1/2020, 15:16:12, 0.12, 1.17, 9.74, 23.08 
0, 16/1/2020, 15:16:13, 0.09, 1.2, 9.77, 23.08 
0, 16/1/2020, 15:16:14, 0.12, 1.24, 9.79, 23.03 
0, 16/1/2020, 15:16:15, 0.14, 1.25, 9.77, 23.08 
0, 16/1/2020, 15:16:16, 0.12, 1.18, 9.8, 23.13 
0, 16/1/2020, 15:16:17, 0.14, 1.2, 9.73, 23.13 
0, 16/1/2020, 15:16:18, 0.15, 1.19, 9.74, 23.13 
0, 16/1/2020, 15:16:19, 0.15, 1.19, 9.78, 23.08 
0, 16/1/2020, 15:16:20, 0.12, 1.18, 9.79, 22.98 
0, 16/1/2020, 15:16:21, 0.11, 1.23, 9.84, 23.15 
0, 16/1/2020, 15:16:22, 0.12, 1.18, 9.77, 23.2 
0, 16/1/2020, 15:16:23, 0.11, 1.19, 9.75, 23.13 
0, 16/1/2020, 15:16:25, 0.15, 1.17, 9.8, 23.03 
0, 16/1/2020, 15:16:26, 0.13, 1.2, 9.82, 23.13 
0, 16/1/2020, 15:16:27, 0.15, 1.18, 9.75, 23.13 
0, 16/1/2020, 15:16:28, 0.13, 1.19, 9.75, 23.08 
0, 16/1/2020, 15:16:29, 0.11, 1.24, 9.8, 23.1 
0, 16/1/2020, 15:16:30, 0.14, 1.19, 9.78, 23.1 
0, 16/1/2020, 15:16:31, 0.08, 1.21, 9.76, 23.15 
0, 16/1/2020, 15:16:32, 0.11, 1.19, 9.8, 23.13 
0, 16/1/2020, 15:16:33, 0.11, 1.17, 9.69, 23.03 
0, 16/1/2020, 15:16:34, 0.11, 1.2, 9.73, 23.2 
0, 16/1/2020, 15:16:35, 0.15, 1.22, 9.74, 23.2 
0, 16/1/2020, 15:16:36, 0.1, 1.18, 9.79, 23.03 
0, 16/1/2020, 15:16:37, 0.12, 1.25, 9.76, 23.03 
0, 16/1/2020, 15:16:38, 0.15, 1.22, 9.77, 23.15 
0, 16/1/2020, 15:16:39, 0.13, 1.25, 9.79, 23.0 
0, 16/1/2020, 15:16:40, 0.13, 1.21, 9.72, 23.0 
0, 16/1/2020, 15:16:41, 0.14, 1.19, 9.75, 23.0 
0, 16/1/2020, 15:16:42, 0.14, 1.2, 9.75, 23.13 
0, 16/1/2020, 15:16:43, 0.13, 1.21, 9.72, 23.1 
0, 16/1/2020, 15:16:44, 0.14, 1.22, 9.82, 23.1 
0, 16/1/2020, 15:16:45, 0.13, 1.23, 9.78, 23.05 
0, 16/1/2020, 15:16:46, 0.14, 1.22, 9.75, 23.13 
0, 16/1/2020, 15:16:47, 0.1, 1.21, 9.77, 23.08 
0, 16/1/2020, 15:16:48, 0.14, 1.22, 9.72, 23.08 
0, 16/1/2020, 15:16:49, 0.15, 1.18, 9.74, 23.05 
0, 16/1/2020, 15:16:50, 0.15, 1.23, 9.75, 23.15 
0, 16/1/2020, 15:16:51, 0.13, 1.21, 9.89, 23.1 
0, 16/1/2020, 15:16:52, 0.1, 1.24, 9.74, 23.15 
0, 16/1/2020, 15:16:53, 0.12, 1.22, 9.79, 23.08 
0, 16/1/2020, 15:16:54, 0.11, 1.23, 9.76, 23.1 
0, 16/1/2020, 15:16:55, 0.11, 1.14, 9.74, 23.03 
0, 16/1/2020, 15:16:56, 0.12, 1.2, 9.74, 22.95 
0, 16/1/2020, 15:16:57, 0.14, 1.21, 9.81, 23.05 
0, 16/1/2020, 15:16:58, 0.11, 1.25, 9.79, 23.1 
0, 16/1/2020, 15:16:59, 0.11, 1.21, 9.8, 22.95 
0, 16/1/2020, 15:17:0, 0.13, 1.2, 9.74, 23.15 
0, 16/1/2020, 15:17:1, 0.11, 1.2, 9.77, 23.15 
0, 16/1/2020, 15:17:2, 0.11, 1.24, 9.76, 22.95 
0, 16/1/2020, 15:17:3, 0.11, 1.19, 9.78, 23.15 
0, 16/1/2020, 15:17:5, 0.11, 1.19, 9.81, 23.08 
0, 16/1/2020, 15:17:6, 0.13, 1.22, 9.77, 23.03 
0, 16/1/2020, 15:17:7, 0.13, 1.22, 9.76, 22.98 
0, 16/1/2020, 15:17:8, 0.13, 1.17, 9.73, 23.0 
0, 16/1/2020, 15:17:9, 0.12, 1.18, 9.75, 23.15 
0, 16/1/2020, 15:17:10, 0.13, 1.18, 9.76, 22.95 
0, 16/1/2020, 15:17:11, 0.13, 1.23, 9.76, 23.13 
0, 16/1/2020, 15:17:12, 0.11, 1.22, 9.79, 23.1 
0, 16/1/2020, 15:17:13, 0.11, 1.22, 9.75, 23.15 
0, 16/1/2020, 15:17:14, 0.12, 1.19, 9.79, 23.05 
0, 16/1/2020, 15:17:15, 0.12, 1.22, 9.77, 23.13 
0, 16/1/2020, 15:17:16, 0.16, 1.23, 9.77, 22.98 
0, 16/1/2020, 15:17:17, 0.15, 1.21, 9.78, 23.0 
0, 16/1/2020, 15:17:18, 0.12, 1.17, 9.77, 23.13 
0, 16/1/2020, 15:17:19, 0.12, 1.22, 9.74, 23.1 
0, 16/1/2020, 15:17:20, 0.12, 1.18, 9.75, 23.1 
0, 16/1/2020, 15:17:21, 0.14, 1.23, 9.81, 23.15 
0, 16/1/2020, 15:17:22, 0.12, 1.19, 9.75, 23.03 
0, 16/1/2020, 15:17:23, 0.13, 1.2, 9.76, 23.13 
0, 16/1/2020, 15:17:24, 0.11, 1.2, 9.78, 23.1 
0, 16/1/2020, 15:17:25, 0.15, 1.18, 9.81, 23.08 
0, 16/1/2020, 15:17:26, 0.12, 1.18, 9.79, 23.03 
0, 16/1/2020, 15:17:27, 0.11, 1.18, 9.74, 23.15 
0, 16/1/2020, 15:17:28, 0.12, 1.18, 9.76, 23.15 
0, 16/1/2020, 15:17:29, 0.12, 1.22, 9.75, 22.98 
0, 16/1/2020, 15:17:30, 0.17, 1.2, 9.78, 23.13 
0, 16/1/2020, 15:17:31, 0.12, 1.22, 9.73, 23.13 
0, 16/1/2020, 15:17:32, 0.14, 1.21, 9.76, 23.13 
0, 16/1/2020, 15:17:33, 0.1, 1.18, 9.76, 23.1 
0, 16/1/2020, 15:17:34, 0.11, 1.2, 9.84, 23.03 
0, 16/1/2020, 15:17:35, 0.11, 1.19, 9.76, 23.1 
0, 16/1/2020, 15:17:36, 0.12, 1.19, 9.74, 23.08 
0, 16/1/2020, 15:17:37, 0.1, 1.23, 9.77, 23.03 
0, 16/1/2020, 15:17:38, 0.12, 1.22, 9.75, 23.08 
0, 16/1/2020, 15:17:39, 0.12, 1.18, 9.77, 23.1 
0, 16/1/2020, 15:17:40, 0.11, 1.22, 9.81, 22.95 
0, 16/1/2020, 15:17:41, 0.1, 1.18, 9.78, 23.08 
0, 16/1/2020, 15:17:42, 0.11, 1.21, 9.77, 23.08 
0, 16/1/2020, 15:17:43, 0.11, 1.16, 9.73, 23.05 
0, 16/1/2020, 15:17:45, 0.11, 1.19, 9.78, 23.03 
0, 16/1/2020, 15:17:46, 0.11, 1.22, 9.83, 23.03 
0, 16/1/2020, 15:17:47, 0.11, 1.2, 9.8, 23.13 
0, 16/1/2020, 15:17:48, 0.14, 1.2, 9.76, 23.05 
0, 16/1/2020, 15:17:49, 0.13, 1.21, 9.76, 22.95 
0, 16/1/2020, 15:17:50, 0.13, 1.19, 9.79, 23.08 
0, 16/1/2020, 15:17:51, 0.12, 1.2, 9.76, 23.0 
0, 16/1/2020, 15:17:52, 0.13, 1.24, 9.76, 23.17 
0, 16/1/2020, 15:17:53, 0.11, 1.18, 9.76, 23.03 
0, 16/1/2020, 15:17:54, 0.12, 1.17, 9.78, 22.95 
0, 16/1/2020, 15:17:55, 0.12, 1.22, 9.8, 23.03 
0, 16/1/2020, 15:17:56, 0.09, 1.19, 9.73, 23.03 
0, 16/1/2020, 15:17:57, 0.11, 1.16, 9.71, 23.0 
0, 16/1/2020, 15:17:58, 0.13, 1.22, 9.8, 23.0 
0, 16/1/2020, 15:17:59, 0.18, 1.24, 9.77, 23.13 
0, 16/1/2020, 15:18:0, 0.12, 1.17, 9.74, 23.05 
0, 16/1/2020, 15:18:1, 0.13, 1.18, 9.77, 23.03 
0, 16/1/2020, 15:18:2, 0.16, 1.21, 9.78, 22.98 
0, 16/1/2020, 15:18:3, 0.12, 1.24, 9.81, 23.05 
0, 16/1/2020, 15:18:4, 0.14, 1.18, 9.75, 23.03 
0, 16/1/2020, 15:18:5, 0.13, 1.21, 9.77, 23.08 
0, 16/1/2020, 15:18:6, 0.12, 1.24, 9.81, 23.15 
0, 16/1/2020, 15:18:7, 0.14, 1.21, 9.78, 23.08 
0, 16/1/2020, 15:18:8, 0.12, 1.17, 9.78, 23.0 
0, 16/1/2020, 15:18:9, 0.15, 1.18, 9.79, 23.13 
0, 16/1/2020, 15:18:10, 0.14, 1.24, 9.76, 23.15 
0, 16/1/2020, 15:18:11, 0.16, 1.21, 9.76, 23.03 
0, 16/1/2020, 15:18:12, 0.13, 1.23, 9.76, 23.15 
0, 16/1/2020, 15:18:13, 0.13, 1.23, 9.8, 22.98 
0, 16/1/2020, 15:18:14, 0.11, 1.21, 9.76, 23.08 
0, 16/1/2020, 15:18:15, 0.13, 1.18, 9.76, 23.0 
0, 16/1/2020, 15:18:16, 0.14, 1.17, 9.73, 23.08 
0, 16/1/2020, 15:18:17, 0.12, 1.2, 9.77, 22.88 
0, 16/1/2020, 15:18:18, 0.13, 1.22, 9.75, 22.98 
0, 16/1/2020, 15:18:19, 0.13, 1.16, 9.79, 23.03 
0, 16/1/2020, 15:18:20, 0.11, 1.2, 9.78, 22.95 
0, 16/1/2020, 15:18:21, 0.13, 1.2, 9.78, 23.13 
0, 16/1/2020, 15:18:22, 0.13, 1.18, 9.76, 23.08 
0, 16/1/2020, 15:18:23, 0.12, 1.22, 9.75, 22.98 
0, 16/1/2020, 15:18:25, 0.12, 1.23, 9.79, 23.1 
0, 16/1/2020, 15:18:26, 0.1, 1.19, 9.76, 22.88 
0, 16/1/2020, 15:18:27, 0.11, 1.21, 9.76, 23.05 
0, 16/1/2020, 15:18:28, 0.11, 1.18, 9.74, 23.05 
0, 16/1/2020, 15:18:29, 0.11, 1.18, 9.76, 22.98 
0, 16/1/2020, 15:18:30, 0.14, 1.17, 9.74, 23.13 
0, 16/1/2020, 15:18:31, 0.14, 1.19, 9.79, 23.1 
0, 16/1/2020, 15:18:32, 0.12, 1.17, 9.78, 23.13 
0, 16/1/2020, 15:18:33, 0.13, 1.21, 9.78, 23.0 
0, 16/1/2020, 15:18:34, 0.13, 1.23, 9.74, 23.08 
0, 16/1/2020, 15:18:35, 0.14, 1.23, 9.77, 23.03 
0, 16/1/2020, 15:18:36, 0.11, 1.15, 9.77, 23.0 
0, 16/1/2020, 15:18:37, 0.14, 1.23, 9.83, 23.03 
0, 16/1/2020, 15:18:38, 0.1, 1.19, 9.77, 23.05 
0, 16/1/2020, 15:18:39, 0.13, 1.17, 9.72, 22.91 
0, 16/1/2020, 15:18:40, 0.12, 1.25, 9.76, 23.03 
0, 16/1/2020, 15:18:41, 0.12, 1.19, 9.79, 23.03 
0, 16/1/2020, 15:18:42, 0.15, 1.21, 9.77, 23.1 
0, 16/1/2020, 15:18:43, 0.12, 1.22, 9.79, 23.05 
0, 16/1/2020, 15:18:44, 0.12, 1.23, 9.76, 23.05 
0, 16/1/2020, 15:18:45, 0.12, 1.19, 9.79, 23.03 
0, 16/1/2020, 15:18:46, 0.12, 1.22, 9.76, 22.98 
0, 16/1/2020, 15:18:47, 0.09, 1.24, 9.78, 22.98 
0, 16/1/2020, 15:18:48, 0.12, 1.17, 9.76, 22.95 
0, 16/1/2020, 15:18:49, 0.13, 1.18, 9.7, 23.0 
0, 16/1/2020, 15:18:50, 0.1, 1.22, 9.74, 23.05 
0, 16/1/2020, 15:18:51, 0.11, 1.18, 9.73, 23.05 
0, 16/1/2020, 15:18:52, 0.14, 1.18, 9.79, 23.0 
0, 16/1/2020, 15:18:53, 0.16, 1.17, 9.72, 23.08 
0, 16/1/2020, 15:18:54, 0.13, 1.24, 9.77, 23.15 
0, 16/1/2020, 15:18:55, 0.14, 1.19, 9.8, 23.05 
0, 16/1/2020, 15:18:56, 0.11, 1.18, 9.75, 23.08 
0, 16/1/2020, 15:18:57, 0.12, 1.19, 9.76, 23.03 
0, 16/1/2020, 15:18:58, 0.13, 1.22, 9.75, 23.13 
0, 16/1/2020, 15:18:59, 0.11, 1.23, 9.77, 23.03 
0, 16/1/2020, 15:19:0, 0.11, 1.21, 9.76, 23.1 
0, 16/1/2020, 15:19:1, 0.14, 1.21, 9.75, 23.0 
0, 16/1/2020, 15:19:2, 0.12, 1.24, 9.8, 22.93 
0, 16/1/2020, 15:19:3, 0.17, 1.21, 9.73, 23.03 
0, 16/1/2020, 15:19:5, 0.11, 1.2, 9.8, 23.1 
0, 16/1/2020, 15:19:6, 0.13, 1.18, 9.76, 23.08 
0, 16/1/2020, 15:19:7, 0.13, 1.22, 9.75, 23.08 
0, 16/1/2020, 15:19:8, 0.13, 1.24, 9.76, 23.13 
0, 16/1/2020, 15:19:9, 0.11, 1.23, 9.79, 23.08 
0, 16/1/2020, 15:19:10, 0.14, 1.19, 9.71, 23.03 
0, 16/1/2020, 15:19:11, 0.06, 1.23, 9.75, 23.03 
0, 16/1/2020, 15:19:12, 0.12, 1.2, 9.74, 23.17 
0, 16/1/2020, 15:19:13, 0.14, 1.18, 9.77, 23.1 
0, 16/1/2020, 15:19:14, 0.12, 1.24, 9.74, 23.03 
0, 16/1/2020, 15:19:15, 0.15, 1.23, 9.77, 23.08 
0, 16/1/2020, 15:19:16, 0.12, 1.19, 9.79, 23.03 
0, 16/1/2020, 15:19:17, 0.13, 1.17, 9.74, 23.1 
0, 16/1/2020, 15:19:18, 0.11, 1.21, 9.76, 23.15 
0, 16/1/2020, 15:19:19, 0.11, 1.2, 9.8, 23.05 
0, 16/1/2020, 15:19:20, 0.09, 1.21, 9.83, 23.1 
0, 16/1/2020, 15:19:21, 0.11, 1.2, 9.73, 23.1 
0, 16/1/2020, 15:19:22, 0.11, 1.14, 9.7, 22.95 
0, 16/1/2020, 15:19:23, 0.14, 1.18, 9.72, 23.05 
0, 16/1/2020, 15:19:24, 0.12, 1.22, 9.82, 23.08 
0, 16/1/2020, 15:19:25, 0.12, 1.2, 9.74, 23.1 
0, 16/1/2020, 15:19:26, 0.12, 1.26, 9.77, 23.13 
0, 16/1/2020, 15:19:27, 0.1, 1.18, 9.84, 23.05 
0, 16/1/2020, 15:19:28, 0.1, 1.2, 9.69, 23.03 
0, 16/1/2020, 15:19:29, 0.11, 1.19, 9.77, 23.15 
0, 16/1/2020, 15:19:30, 0.11, 1.22, 9.8, 23.1 
0, 16/1/2020, 15:19:31, 0.13, 1.21, 9.79, 23.03 
0, 16/1/2020, 15:19:32, 0.1, 1.25, 9.8, 23.0 
0, 16/1/2020, 15:19:33, 0.08, 1.21, 9.76, 23.13 
0, 16/1/2020, 15:19:34, 0.11, 1.23, 9.81, 23.1 
0, 16/1/2020, 15:19:35, 0.12, 1.16, 9.76, 22.91 
0, 16/1/2020, 15:19:36, 0.13, 1.19, 9.74, 23.1 
0, 16/1/2020, 15:19:37, 0.15, 1.24, 9.79, 23.03 
0, 16/1/2020, 15:19:38, 0.13, 1.23, 9.79, 23.03 
0, 16/1/2020, 15:19:39, 0.13, 1.19, 9.79, 23.13 
0, 16/1/2020, 15:19:40, 0.13, 1.17, 9.79, 23.05 
0, 16/1/2020, 15:19:41, 0.13, 1.21, 9.72, 23.15 
0, 16/1/2020, 15:19:42, 0.15, 1.21, 9.75, 23.03 
0, 16/1/2020, 15:19:43, 0.14, 1.22, 9.79, 22.91 
0, 16/1/2020, 15:19:45, 0.08, 1.21, 9.77, 22.98 
0, 16/1/2020, 15:19:46, 0.11, 1.22, 9.74, 23.08 
0, 16/1/2020, 15:19:47, 0.13, 1.23, 9.7, 23.03 
0, 16/1/2020, 15:19:48, 0.13, 1.2, 9.77, 23.05 
0, 16/1/2020, 15:19:49, 0.13, 1.21, 9.76, 23.03 
0, 16/1/2020, 15:19:50, 0.13, 1.24, 9.8, 22.93 
0, 16/1/2020, 15:19:51, 0.11, 1.18, 9.74, 23.03 
0, 16/1/2020, 15:19:52, 0.16, 1.22, 9.77, 23.05 
0, 16/1/2020, 15:19:53, 0.1, 1.16, 9.78, 23.08 
0, 16/1/2020, 15:19:54, 0.15, 1.25, 9.77, 23.03 
0, 16/1/2020, 15:19:55, 0.14, 1.21, 9.77, 23.0 
0, 16/1/2020, 15:19:56, 0.14, 1.21, 9.72, 23.03 
0, 16/1/2020, 15:19:57, 0.14, 1.22, 9.8, 23.1 
0, 16/1/2020, 15:19:58, 0.12, 1.19, 9.76, 23.08 
0, 16/1/2020, 15:19:59, 0.13, 1.23, 9.77, 23.1 
0, 16/1/2020, 15:20:0, 0.11, 1.25, 9.75, 23.08 
0, 16/1/2020, 15:20:1, 0.15, 1.16, 9.83, 22.95 
0, 16/1/2020, 15:20:2, 0.15, 1.17, 9.78, 23.05 
0, 16/1/2020, 15:20:3, 0.13, 1.2, 9.84, 23.03 
0, 16/1/2020, 15:20:4, 0.16, 1.2, 9.76, 22.98 
0, 16/1/2020, 15:20:5, 0.11, 1.2, 9.81, 22.88 
0, 16/1/2020, 15:20:6, 0.12, 1.19, 9.81, 23.15 
0, 16/1/2020, 15:20:7, 0.13, 1.23, 9.79, 23.13 
0, 16/1/2020, 15:20:8, 0.13, 1.25, 9.77, 23.03 
0, 16/1/2020, 15:20:9, 0.14, 1.24, 9.76, 22.91 
0, 16/1/2020, 15:20:10, 0.14, 1.19, 9.74, 23.03 
0, 16/1/2020, 15:20:11, 0.14, 1.22, 9.8, 23.03 
0, 16/1/2020, 15:20:12, 0.14, 1.21, 9.79, 22.95 
0, 16/1/2020, 15:20:13, 0.08, 1.21, 9.75, 23.05 
0, 16/1/2020, 15:20:14, 0.13, 1.24, 9.75, 23.1 
0, 16/1/2020, 15:20:15, 0.14, 1.19, 9.75, 22.88 
0, 16/1/2020, 15:20:16, 0.16, 1.24, 9.81, 23.03 
0, 16/1/2020, 15:20:17, 0.11, 1.21, 9.81, 23.1 
0, 16/1/2020, 15:20:18, 0.13, 1.25, 9.78, 23.0 
0, 16/1/2020, 15:20:19, 0.14, 1.17, 9.74, 23.05 
0, 16/1/2020, 15:20:20, 0.16, 1.18, 9.76, 22.93 
0, 16/1/2020, 15:20:21, 0.12, 1.19, 9.8, 22.95 
0, 16/1/2020, 15:20:22, 0.15, 1.18, 9.72, 23.08 
0, 16/1/2020, 15:20:23, 0.14, 1.22, 9.76, 22.86 
0, 16/1/2020, 15:20:25, 0.11, 1.19, 9.75, 23.13 
0, 16/1/2020, 15:20:26, 0.09, 1.19, 9.7, 22.93 
0, 16/1/2020, 15:20:27, 0.06, 1.24, 9.78, 23.03 
0, 16/1/2020, 15:20:28, 0.15, 1.2, 9.79, 23.1 
0, 16/1/2020, 15:20:29, 0.12, 1.21, 9.78, 23.1 
0, 16/1/2020, 15:20:30, 0.12, 1.19, 9.76, 22.88 
0, 16/1/2020, 15:20:31, 0.13, 1.19, 9.79, 23.1 
0, 16/1/2020, 15:20:32, 0.11, 1.22, 9.81, 23.05 
0, 16/1/2020, 15:20:33, 0.12, 1.19, 9.71, 22.95 
0, 16/1/2020, 15:20:34, 0.13, 1.18, 9.7, 23.05 
0, 16/1/2020, 15:20:35, 0.13, 1.17, 9.73, 23.03 
0, 16/1/2020, 15:20:36, 0.14, 1.18, 9.78, 23.1 
0, 16/1/2020, 15:20:37, 0.11, 1.19, 9.77, 22.95 
0, 16/1/2020, 15:20:38, 0.08, 1.17, 9.75, 23.13 
0, 16/1/2020, 15:20:39, 0.12, 1.22, 9.76, 22.98 
0, 16/1/2020, 15:20:40, 0.14, 1.16, 9.75, 23.0 
0, 16/1/2020, 15:20:41, 0.14, 1.19, 9.73, 23.0 
0, 16/1/2020, 15:20:42, 0.13, 1.21, 9.76, 23.08 
0, 16/1/2020, 15:20:43, 0.11, 1.2, 9.75, 23.03 
0, 16/1/2020, 15:20:44, 0.09, 1.18, 9.73, 23.1 
0, 16/1/2020, 15:20:45, 0.13, 1.17, 9.77, 23.0 
0, 16/1/2020, 15:20:46, 0.13, 1.22, 9.77, 23.08 
0, 16/1/2020, 15:20:47, 0.15, 1.21, 9.71, 23.08 
0, 16/1/2020, 15:20:48, 0.14, 1.2, 9.78, 23.1 
0, 16/1/2020, 15:20:49, 0.11, 1.22, 9.79, 23.15 
0, 16/1/2020, 15:20:50, 0.11, 1.19, 9.79, 23.08 
0, 16/1/2020, 15:20:51, 0.14, 1.23, 9.76, 23.05 
0, 16/1/2020, 15:20:52, 0.11, 1.22, 9.72, 23.1 
0, 16/1/2020, 15:20:53, 0.09, 1.22, 9.81, 23.08 
0, 16/1/2020, 15:20:54, 0.15, 1.22, 9.79, 23.15 
0, 16/1/2020, 15:20:55, 0.15, 1.17, 9.84, 23.1 
0, 16/1/2020, 15:20:56, 0.13, 1.2, 9.78, 23.15 
0, 16/1/2020, 15:20:57, 0.15, 1.21, 9.78, 23.0 
0, 16/1/2020, 15:20:58, 0.11, 1.18, 9.74, 23.13 
0, 16/1/2020, 15:20:59, 0.1, 1.18, 9.74, 22.95 
0, 16/1/2020, 15:21:0, 0.11, 1.19, 9.79, 23.03 
0, 16/1/2020, 15:21:1, 0.13, 1.17, 9.77, 23.05 
0, 16/1/2020, 15:21:2, 0.13, 1.19, 9.79, 22.98 
0, 16/1/2020, 15:21:3, 0.12, 1.19, 9.71, 23.15 
0, 16/1/2020, 15:21:5, 0.1, 1.25, 9.77, 23.08 
0, 16/1/2020, 15:21:6, 0.1, 1.21, 9.8, 23.08 
0, 16/1/2020, 15:21:7, 0.14, 1.2, 9.73, 23.0 
0, 16/1/2020, 15:21:8, 0.12, 1.23, 9.66, 22.91 
0, 16/1/2020, 15:21:9, 0.13, 1.23, 9.78, 23.15 
0, 16/1/2020, 15:21:10, 0.1, 1.21, 9.75, 23.08 
0, 16/1/2020, 15:21:11, 0.13, 1.22, 9.77, 23.0 
0, 16/1/2020, 15:21:12, 0.08, 1.19, 9.77, 23.1 
0, 16/1/2020, 15:21:13, 0.12, 1.2, 9.77, 22.91 
0, 16/1/2020, 15:21:14, 0.12, 1.17, 9.77, 23.1 
0, 16/1/2020, 15:21:15, 0.14, 1.2, 9.76, 23.15 
0, 16/1/2020, 15:21:16, 0.11, 1.2, 9.78, 22.95 
0, 16/1/2020, 15:21:17, 0.14, 1.23, 9.81, 23.1 
0, 16/1/2020, 15:21:18, 0.15, 1.2, 9.76, 23.08 
0, 16/1/2020, 15:21:19, 0.1, 1.19, 9.77, 22.98 
0, 16/1/2020, 15:21:20, 0.14, 1.18, 9.78, 23.0 
0, 16/1/2020, 15:21:21, 0.11, 1.22, 9.69, 23.1 
0, 16/1/2020, 15:21:22, 0.14, 1.16, 9.76, 23.39 
0, 16/1/2020, 15:21:23, 0.11, 1.18, 9.79, 23.13 
0, 16/1/2020, 15:21:24, 0.12, 1.2, 9.77, 23.17 
0, 16/1/2020, 15:21:25, 0.12, 1.16, 9.73, 23.03 
0, 16/1/2020, 15:21:26, 0.11, 1.21, 9.77, 23.03 
0, 16/1/2020, 15:21:27, 0.13, 1.18, 9.76, 23.03 
0, 16/1/2020, 15:21:28, 0.12, 1.23, 9.74, 23.1 
0, 16/1/2020, 15:21:29, 0.12, 1.18, 9.74, 23.15 
0, 16/1/2020, 15:21:30, 0.12, 1.19, 9.76, 23.03 
0, 16/1/2020, 15:21:31, 0.11, 1.22, 9.79, 23.05 
0, 16/1/2020, 15:21:32, 0.13, 1.2, 9.75, 23.08 
0, 16/1/2020, 15:21:33, 0.12, 1.23, 9.79, 23.08 
0, 16/1/2020, 15:21:34, 0.17, 1.22, 9.73, 23.08 
0, 16/1/2020, 15:21:35, 0.11, 1.23, 9.79, 23.03 
0, 16/1/2020, 15:21:36, 0.14, 1.18, 9.77, 23.05 
0, 16/1/2020, 15:21:37, 0.14, 1.23, 9.78, 23.08 
0, 16/1/2020, 15:21:38, 0.07, 1.24, 9.8, 23.05 
0, 16/1/2020, 15:21:39, 0.07, 1.19, 9.77, 23.03 
0, 16/1/2020, 15:21:40, 0.13, 1.19, 9.76, 23.17 
0, 16/1/2020, 15:21:41, 0.14, 1.23, 9.78, 23.13 
0, 16/1/2020, 15:21:42, 0.05, 1.17, 9.77, 23.1 
0, 16/1/2020, 15:21:43, 0.05, 1.18, 9.74, 23.08 
0, 16/1/2020, 15:21:44, 0.13, 1.17, 9.78, 23.1 
0, 16/1/2020, 15:21:46, 0.13, 1.18, 9.73, 23.13 
0, 16/1/2020, 15:21:47, 0.11, 1.23, 9.82, 23.03 
0, 16/1/2020, 15:21:48, 0.12, 1.22, 9.78, 22.95 
0, 16/1/2020, 15:21:49, 0.11, 1.21, 9.81, 23.05 
0, 16/1/2020, 15:21:50, 0.11, 1.23, 9.77, 23.1 
0, 16/1/2020, 15:21:51, 0.12, 1.19, 9.76, 23.05 
0, 16/1/2020, 15:21:52, 0.12, 1.18, 9.76, 23.1 
0, 16/1/2020, 15:21:53, 0.11, 1.19, 9.76, 23.1 
0, 16/1/2020, 15:21:54, 0.14, 1.17, 9.77, 22.93 
0, 16/1/2020, 15:21:55, 0.11, 1.18, 9.72, 23.08 
0, 16/1/2020, 15:21:56, 0.11, 1.19, 9.78, 23.03 
0, 16/1/2020, 15:21:57, 0.14, 1.21, 9.8, 23.13 
0, 16/1/2020, 15:21:58, 0.11, 1.16, 9.75, 23.2 
0, 16/1/2020, 15:21:59, 0.11, 1.22, 9.79, 23.0 
0, 16/1/2020, 15:22:0, 0.12, 1.2, 9.84, 23.1 
